City,Hotel_Name,Number_of_Reviews,Neighborhood,Distance_from_Center,Description,Facilities,Address,Latitude,Longitude,Hotel_URL,City_ID,Clean_Rate
Grenoble,Campanile Grenoble Centre Gare,1358,Grenoble,0.7 km from downtown,"Campanile Grenoble Center Gare is located near a pedestrian and commercial street in Grenoble city center. It features rooms with attached bathroom with free WiFi. The Train Station is 820 feet away.

With double glazing, each room at Campanile Grenoble Center Gare includes an LCD TV with SMART TV and international channels and a private bathroom. A hairdryer is available at the reception, which is open 24 hours per day.

A buffet breakfast is served every morning in the air-conditioned breakfast room. Guests are invited to visit the Musée de Grenoble, which is 1 mi away, and the Cathedral, which is a 20-minute walk from the hotel.

The Grenoble-Bastille cable car is 0.6 mi away and the Palais des Sports is 1.6 mi away. The Tramway stop is 131 feet away and Grenoble Airport is a 35-minute away. There is an available public parking area that is paid about 656 feet away from the hotel.","Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Good Breakfast",Grenoble,45.190519,5.716019,https://www.booking.com/hotel/fr/campanile-grenoble-centre-gare.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285726&from=searchresults,228,7.4
Grenoble,Mercure Grenoble Centre Alpotel,373,"Grenoble City Centre, Grenoble",1.1 km from downtown,"The Mercure Grenoble Center Alpotel is located in the center of Grenoble, just 1.2 miles from Minatec. The hotel offers a restaurant which serves contemporary regional cuisine.

The comfortable guestrooms at this 4-star hotel are air-conditioned and soundproofed, and have Wi-Fi internet access.

A daily buffet breakfast can be enjoyed at the property. Every evening, guests will be able to sample regional meals in Café Pourpre, the hotel’s restaurant.

The Mercure Grenoble Center Alpotel is in close proximity to the TGV station and the Alpexpo and WTC convention centers are easily accessible by tramway.","Private Parking, Free Wifi, Restaurant, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Room service, Tea/Coffee Maker in All Rooms, Bar, Wonderful Breakfast","Grenoble City Centre, Grenoble",45.183273,5.729692,https://www.booking.com/hotel/fr/mercure-grenoble-centre-alpotel.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285732&from_sustainable_property_sr=1&from=searchresults,228,7.4
Grenoble,ibis Styles Grenoble Centre Gare,413,Grenoble,450 m from downtown,"This ibis Styles Grenoble Centre Gare is ideally located, just 330 yards from Grenoble Station and 440 yards from the historic center of the city. It offers contemporary accommodations with air conditioning and flat-screen TV.

In the morning, ibis Styles Grenoble Centre Gare serves a full buffet breakfast. Guests can have a drink at the design bar, open every day. Newspapers are provided.

Guests of the hotel ibis Styles Grenoble Centre Gare can choose from rooms and suites. They all feature comforters and anti stress pillows. The private bathrooms come with a large shower and a hairdryer.

Free Wi-Fi access is available in the entire ibis Styles Grenoble Centre Gare and front desk is open 24 hours.","Free Wifi, Family rooms, Facilities for disabled guests, 24-hour front desk, Bar, Good Breakfast",Grenoble,45.190895,5.71968,https://www.booking.com/hotel/fr/all-seasons-grenoble-centre-gare-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285737&from_sustainable_property_sr=1&from=searchresults,228,7.9
Grenoble,Park Hotel Grenoble - MGallery Collection,764,Grenoble,1.1 km from downtown,"Park Hôtel Grenoble - MGallery is located in central Grenoble, on the edge of Paul Mistral Park and 2 minutes' walk from a tram stop. It offers contemporary accommodations with free WiFi access. Guest can enjoy a wellness room consisting of a steam bath, experience shower and fitness machines.

Accessed by a elevator, the spacious air-conditioned guest rooms are equipped with satellite TV and a free mini-bar. Each room has a private bathroom stocked with free Clarins toiletries.

The hotel offers meals in its lounge bar or in the comfort of guest rooms, at certain times of the day.

Park Hôtel Grenoble - MGallery is a 5-minute walk from the Palais des Sports and a 10-minute tram ride from the Grenoble World Trade Center.

A one-night parking space with discount rate is available just 492 feet away. Ski slopes and mountain hiking trails are just a 30-minute drive away.","Parking, Free Wifi, Fitness center, Family rooms, Restaurant, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Bar, Good Breakfast",Grenoble,45.184101,5.732948,https://www.booking.com/hotel/fr/park-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285743&from=searchresults,228,8.8
Toulouse,Residhome Toulouse Ponts Jumeaux,2409,"Minimes - Barriere de Paris, Toulouse",2 km from downtown,"Residhome Toulouse Ponts Jumeaux is set in the Minimes - Barriere de Paris district of Toulouse, 2.2 mi from Zénith de Toulouse and 2.3 mi from Toulouse Expo. Free WiFi is offered throughout the property and private parking is available on site, (depending on the availability).

A fully organic breakfast is served every morning with fresh juices, seasonal fruits, breads, pastries, muesli and cereals, cheese and ham. Food allergies and intolerances can also be accommodated. The property works with eco-friendly suppliers.

Amphitheater Purpan-Ancely is 3.1 mi from Residhome Toulouse Ponts Jumeaux, while Toulouse Stadium is 3.7 mi from the property. The nearest airport is Toulouse-Blagnac Airport, 5 mi from the accommodations.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Very Good Breakfast","Minimes - Barriere de Paris, Toulouse",43.61177,1.421825,https://www.booking.com/hotel/fr/residhome-toulouse-ponts-jumeaux.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285753&from=searchresults,357,8.9
Toulouse,Hôtel de France,1124,"Capitole, Toulouse",300 m from downtown,"Dating from 1890, Hôtel de France is located in the heart of Toulouse, 5 minutes from Capitole Square, near the Pierre Baudis Congress Center and 2.5 mi from Toulouse Stadium. The hotel offers free WiFi Internet access.

All of the guest rooms include satellite TV and air conditioning.

The Hôtel de France is a 15-minute walk from the railway station, the airport shuttle bus stop, shops and restaurants. Coffee shops, cinemas and markets also surround the property.","Parking, Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Room service, Elevator, Good Breakfast","Capitole, Toulouse",43.605949,1.447231,https://www.booking.com/hotel/fr/de-france-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285774&from=searchresults,357,7.6
Toulouse,Hôtel La Chartreuse,1408,"Toulouse City-Centre, Toulouse",0.9 km from downtown,"Located in Toulouse, Hôtel La Chartreuse is 459 feet from Matabiau Train Station and a 10-minute walk from Place du Capitole. It offers free Wi-Fi access, a terrace and luggage storage.

All rooms feature a flat-screen TV with cable channels. The private bathroom is complete with a shower and free toiletries.

A continental breakfast can be enjoyed every morning at Hôtel La Chartreuse.  Restaurants and cafés can be found within 492 feet of the property.

This hotel is 2133 feet from Jean-Jaurès Metro Station and an 8-minute drive from the A61 motorway. The Henri Gaussen Botanical Gardens are a 16-minute walk away. Guests can park their cars in the nearby streets.","Free Wifi, Non-smoking rooms, 24-hour front desk, Terrace, Excellent Breakfast","Toulouse City-Centre, Toulouse",43.61009,1.453047,https://www.booking.com/hotel/fr/ha-tel-la-chartreuse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285780&from=searchresults,357,8.1
Toulouse,Hôtel d'Orsay Grand Matabiau,416,"Toulouse City-Centre, Toulouse",0.9 km from downtown,"Hôtel d’Orsay is located opposite Toulouse Matabiau Train Station. It offers soundproofed rooms that have air conditioning, satellite TV with Canal+ and WiFi internet access.

A breakfast buffet is served daily in the Orsay’s breakfast room, which opens onto the garden. Regional dishes can be delivered to your room on request.

Guests of the Hôtel d’Orsay have easy access to discover the Pink City. It is a 15-minute walk from the Saint-Sernin Basilica and the Musée des Augustins.","Private Parking, Free Wifi, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Room service, Elevator, Garden, Terrace, Very Good Breakfast","Toulouse City-Centre, Toulouse",43.610391,1.452747,https://www.booking.com/hotel/fr/hoteldorsay.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285786&from=searchresults,357,8.1
Toulouse,Alezan Hôtel & Résidence,360,"Toulouse Left Bank, Toulouse",3.5 km from downtown,"Alezan Hotel*** & Residence is located in the Cépière neighborhood of Toulouse in front of the hippodrome entrance. It offers air-conditioned rooms and suites, free parking and free high speed internet access.

Rooms and suites at the Alezan Hotel*** & Residence are equipped with a flat-screen TV and private bathroom with a bath. Each room has a kitchenette with a microwave, hot plates, refrigerator, coffee maker and kitchenware. Guests also have access to laundry facilities. A hot and cold beverage dispensing point and a sweet and salty snack dispenser are available 24 hours a day.

In the morning, an all-you-can-eat buffet breakfast is available, including fresh fruit juices, yogurts, compote, a variety of cakes, fruits, bread, cereals and hot drinks like coffee, tea, hot chocolate, hot and cold milk.

The Alezan is 2297 feet from the Jardin de Barry, 2.5 mi from Toulouse Stadium and 4.3 mi from the Toulouse Blagnac Airport.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Elevator, Terrace, Wonderful Breakfast","Toulouse Left Bank, Toulouse",43.591995,1.404061,https://www.booking.com/hotel/fr/alezan-residence.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285792&from=searchresults,357,8.8
Toulouse,Lagrange Aparthotel Toulouse Saint-Michel,4302,"Toulouse South-East, Toulouse",1.9 km from downtown,"Lagrange Aparthotel Toulouse Saint-Michel is just 525 feet from Saint-Michel Metro Station, a 10-minute walk from the Natural History Museum and 0.9 mi from Toulouse Stadium. You can use the fitness room, badminton court or pétanque facilities.

The apartments and studios at Lagrange Aparthotel Toulouse Saint-Michel feature an LCD TV. Each one is air-conditioned and also includes an private bathroom.

You can read one of the newspapers while enjoying breakfast on the shared terrace. Meals can also be prepared using the hotplates and microwave in your accommodations’s kitchenette.

Free Wi-Fi is available in the entire property and private parking is possible with an extra cost. Both Pont Neuf and the Georges Labit Museum are a 20-minute walk away. The property is a 35-minute tram ride from Toulouse Blagnac Airport.","Private Parking, Free Wifi, Family rooms, Fitness center, Non-smoking rooms, Facilities for disabled guests, Elevator, Garden, Good Breakfast","Toulouse South-East, Toulouse",43.587636,1.446679,https://www.booking.com/hotel/fr/privila-ge-appart-guillaumet.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285799&from=searchresults,357,8.0
Toulouse,Plaza Hotel Capitole Toulouse,6734,"Capitole, Toulouse",150 m from downtown,"The 4* Plaza Hotel (formely Crowne Plaza) is ideally located in the heart of the city, 656 feet from Capitole underground train network, 6.2 mi from Blagnac Airport and 9.3 mi from the Exhibition & Convention Center MEETT.
The Capitole Opera House is 656 feet from the hotel & Pierre Baudis Convention Center is a 10-minutes walk.

In each of our 162 rooms & suites, a work desk area, TV Plasma screen, a bathroom with bathtub, safe box, Wifi, Tea/Coffe maker, telephones.
Some of our rooms offer a view over the Capitole Square.

The Continental buffet breakfast breakfast is served Monday to Friday from 06h30AM to 10h30AM and Saturday-Sunday till 11h00AM.
The restaurant-Bar “L’Atrium” is open daily for lunch and dinner. The Chef proposes delicious homemade dishes prepared with fresh and local products. The Atrium Bar welcomes you to enjoy a wide range of cocktails and drinks.

Our reception is open 24/7 all year round. And a free WIFI is available throughout the hotel.
The fitness center, reserved only for the hotel’s clients, is open daily from 06h30AM to 10h00PM.

Many tourist attractions are within walking distance from the hotel: Saint Sernin Cathedral, Couvent des Jacobins, Les Augustins Museum, Garonne river.

This is our guests' favorite part of Toulouse, according to independent reviews.","Parking, Free Wifi, Family rooms, Fitness center, Non-smoking rooms, Restaurant, Facilities for disabled guests, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast","Capitole, Toulouse",43.603736,1.442754,https://www.booking.com/hotel/fr/crowne-plaza-toulouse-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285806&from=searchresults,357,8.2
Toulouse,Résidence Thibaud,660,"Toulouse West, Toulouse",6.8 km from downtown,"Located in Toulouse south west activities zone, Residence Thibaud is set in a 2-acre park with a seasonal outdoor swimming pool. A table tennis is also available.

Free WiFi access is provided in each Résidence Thibaud air-conditioned accommodations, where  guests will enjoy a garden view, a flat-screen TV and a private bathroom.

A 14-minute drive away, they will find bars and restaurants in the center of Toulouse. They can also use the on-site barbecue facilities or the equipped kitchens of the property’s studios.

Private parking is possible on site. Toulouse Blagnac Airport is just 8.1 mi away, while Matabiau Train Station is a 15-minute drive from this hotel.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Non-smoking rooms, Garden, Terrace, Good Breakfast","Toulouse West, Toulouse",43.55056,1.405061,https://www.booking.com/hotel/fr/residence-thibaud-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285812&from=searchresults,357,8.1
Toulouse,Hôtel Vol de Nuit Purpan,588,"Toulouse West, Toulouse",3.8 km from downtown,"1.3 mi from Toulouse Zenith concert hall, next to a bus stop and Purpan tram stop, Hôtel Vol de Nuit offers free Wi-Fi, free parking, a restaurant, garden and terrace.

The rooms at Hôtel Vol de Nuit - Le Christol all have a flat-screen TV with Canal + channels, a phone and new bedding.

In the morning, a continental breakfast is served. The on-site Lusso Restaurant has a seasonal menu with ingredients from the local market.

Just 66 feet from Purpan Hospital, Hôtel Vol de Nuit is 2.9 mi from Place du Capitole and 3.4 mi from Toulouse Matabiau Train Station. Toulouse Blagnac Airport is 3.7 mi away.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Restaurant, Facilities for disabled guests, Garden, Terrace, Very Good Breakfast","Toulouse West, Toulouse",43.608114,1.396984,https://www.booking.com/hotel/fr/christol.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285819&from=searchresults,357,7.8
Toulouse,Hôtel Icare,495,"Toulouse City-Centre, Toulouse",1 km from downtown,"Located on the banks of the Canal du Midi, Hôtel Icare is located 427 feet from Matabiau Train Station. It offers guest rooms equipped with free Wi-Fi access and a TV with satellite channels.

Each air-conditioned guest room includes a private bathroom with a hairdryer. Most rooms have a view of the garden. All rooms are serviced by a elevator.

Icare hotel serves a buffet breakfast every morning and guests can enjoy a drink in the bar.

With private parking nearby, this hotel is 5.3 mi from Toulouse-Blagnac Airport. Marengo Metro Station is just 1312 feet away.","Private Parking, Free Wifi, Airport shuttle, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Elevator, Bar","Toulouse City-Centre, Toulouse",43.610717,1.452596,https://www.booking.com/hotel/fr/icare.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285825&from=searchresults,357,8.0
Toulouse,Appart Hotel Odalys City Toulouse Centre Compans Caffarelli,7241,"Compans, Toulouse",1.4 km from downtown,"Comfortable Accommodations: Appart Hotel Odalys City Toulouse Center Compans Caffarelli in Toulouse offers spacious rooms with kitchenettes, private bathrooms, and modern amenities. Guests enjoy free WiFi, air-conditioning, and soundproofing for a pleasant stay.

Exceptional Facilities: The aparthotel features a sun terrace, garden, and outdoor seating area. Additional services include a free airport shuttle, 24-hour front desk, and bicycle parking. Private check-in and check-out, express services, and luggage storage enhance convenience.

Prime Location: Located 3.7 mi from Toulouse-Blagnac Airport, the property is near Pierre Baudis Japanese Garden (7-minute walk), Compans Caffarelli Metro Station (2297 feet), and Place du Capitole (19-minute walk). Boating is available in the surroundings.

 Guests highly rate the kitchen, room size, and bed comfort, ensuring a comfortable and enjoyable stay.","Free Wifi, Airport shuttle, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Elevator, Garden, Terrace, Very Good Breakfast","Compans, Toulouse",43.609079,1.427484,https://www.booking.com/hotel/fr/odalys-city-centre-compans-caffarelli.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285832&from=searchresults,357,8.7
Toulouse,Comfort Aparthotel Toulouse Métropole,3968,"Toulouse Left Bank, Toulouse",3.6 km from downtown,"Located in Toulouse, opposite the racecourse and near Jardin de Barry Park, Comfort Aparthotel Toulouse Métropoleetropoleétropole offers an outdoor swimming pool. Toulouse Stadium is 2.5 mi away.

The studios and apartments are decorated simply. They have a flat-screen TV with satellite channels, a fully equipped kitchenette and a seating area. Bed linen and towels are provided. Beds are made on arrival. Daily cleaning is available at an extra cost.

Guests of the Comfort Aparthotel Toulouse Métropoleetropoleétropole can enjoy a daily buffet breakfast.

There are 2 parking areas provided, one free and one at an extra cost upon prior request. Comfort Aparthotel Toulouse Métropoleetropoleétropole is an 8-minute drive from Toulouse-Blagnac Airport, and Métro Les Arènes is 15 minutes away, giving guests’ access to all of Toulouse.

You have the possibility to luch here our take-away formulas consisting of a hot dish, a drink and a dessert. Choose from a wide selection of dishes and relax over a tasty meal.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Elevator, Garden, Terrace, Very Good Breakfast","Toulouse Left Bank, Toulouse",43.591492,1.40323,https://www.booking.com/hotel/fr/appart-city-toulouse-hippodrome.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285838&from=searchresults,357,7.8
Toulouse,Hôtel Alizé,832,"Toulouse North, Toulouse",2.1 km from downtown,"Hôtel Alizé is located in the picturesque area called Les Minimes in the center of Toulouse. Its functional rooms have flat-screen TV (Satellite and TNT) and free Wi-Fi internet access.

Breakfast is served daily and the reception can greet you in French, Spanish and English.

The Hôtel Alizé is located less than 10 minutes from the train station (via Line b of the Métro) and from Toulouse Blangnac airport. The nearby metro station, Minimes – Claude Nougaro, will provide fast access to the historic center as well as to the various business venues in the heart of Toulouse.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Garden, Terrace, Very Good Breakfast","Toulouse North, Toulouse",43.622747,1.435133,https://www.booking.com/hotel/fr/alize-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285845&from=searchresults,357,8.3
Toulouse,ibis Toulouse Centre,2144,"Toulouse City-Centre, Toulouse",0.7 km from downtown,"The ibis Toulouse Center is located a 10 minute-walk from the old town and Matabiau Train Station. It offers 24-hour reception, a elevator, free Wi-Fi throughout, and the bar is open 24 hours a day. Toulouse Stadium is 2.5 mi away.

Decorated in a modern style, the rooms at ibis Toulouse Center feature a flat-screen TV with satellite channels, parquet floors, and a private bathroom with a shower.

A buffet breakfast composed of sweet and savory dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. 1 meeting rooms are at guests’ disposal.

The Jeanne d'Arc Métro Station is 656 feet from ibis Toulouse Center and the airport is a 20-minute drive away.","Free Wifi, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Elevator, Terrace, Bar, Very Good Breakfast","Toulouse City-Centre, Toulouse",43.610402,1.446013,https://www.booking.com/hotel/fr/ibis-toulouse-centre.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285851&from=searchresults,357,7.9
